source_site,category,place_or_event_name,period,target_age,region,fee_info,description,booking_url,ai_tags,crawled_at,theme_tags,congestion_score,popularity_score
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,굿브랜딩북스,상시,성인 (개인 방문 적합),"(41946) 대구광역시 중구 달구벌대로447길 72-1 | 위도:35.86561079, 경도:128.6083915",무료입장 (도서 구매 별도),"[굿브랜딩북스] / 큐레이션 서점, 핸드드립 커피도 판매 / 운영정보: 평일개점마감시간 : 11:00~21:00토요일개점마감시간 : 11:00~21:00일요일개점마감시간 : 11:00~19:00, 휴무일 : 월요일 휴무: / 전화: 0534261765",https://map.naver.com/v5/search/%EA%B5%BF%EB%B8%8C%EB%9E%9C%EB%94%A9%EB%B6%81%EC%8A%A4,single:0.95;couple:0.4;family:0.3;독립서점;cafe:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,책방 심가네박씨,상시,성인 (개인 방문 적합),"(61432) 광주광역시 동구 동명로67번길 22-2 | 위도:35.15276316, 경도:126.9267524",무료입장 (도서 구매 별도),"[책방 심가네박씨] / 다양한 인문학강좌와 문화프로그램기획 , 카페 있음, 독립출판물 있음 / 운영정보: 평일개점마감시간 : 10:30~20:00토요일개점마감시간 : 10:30~20:00, 휴무일 : 일요일, 공휴일 휴무 / 전화: 0622290687",https://map.naver.com/v5/search/%EC%B1%85%EB%B0%A9%20%EC%8B%AC%EA%B0%80%EB%84%A4%EB%B0%95%EC%94%A8,single:0.95;couple:0.4;family:0.3;독립서점;cafe:1.0;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,책과생활,상시,성인 (개인 방문 적합),"(61465) 광주광역시 동구 제봉로 100-1 2층 | 위도:35.14736016, 경도:126.922108",무료입장 (도서 구매 별도),"[책과생활] / 아트북, 인문사회서적, 문학책, 독립출판물 , 리뷰 있음 / 운영정보: 평일개점마감시간 : 12:00~20:00토요일개점마감시간 : 12:00~20:00일요일개점마감시간 : 13:00~18:00, 휴무일 : 매월 마지막주 월요일 휴무 / 전화: 050713099231",https://map.naver.com/v5/search/%EC%B1%85%EA%B3%BC%EC%83%9D%ED%99%9C,single:0.95;couple:0.4;family:0.3;독립서점;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,소년의서,상시,성인 (개인 방문 적합),"(61480) 광주광역시 동구 충장로46번길 8 1층 | 위도:35.14997646, 경도:126.9125437",무료입장 (도서 구매 별도),"[소년의서] / 인물예술서적, 사회과학서적,독립서적 , 카페 있음, 독립출판물 있음, 북토크 가능, 독서모임 가능 / 운영정보: 평일개점마감시간 : 13:00~19:00토요일개점마감시간 : 13:00~19:00 / 전화: 050713592625",https://map.naver.com/v5/search/%EC%86%8C%EB%85%84%EC%9D%98%EC%84%9C,single:0.95;couple:0.4;family:0.3;독립서점;cafe:1.0;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,파종모종,상시,성인 (개인 방문 적합),"(61218) 광주광역시 북구 우치로 13-1 | 위도:35.16887395, 경도:126.9104525",무료입장 (도서 구매 별도),"[파종모종] / 독립출판사, 독립책방 , 카페 있음 / 운영정보: 평일개점마감시간 : 14:00~19:00토요일개점마감시간 : 14:00~19:00, 휴무일 : 일요일, 월요일,화요일, 공휴일 휴무 / 전화: 01094521606",https://map.naver.com/v5/search/%ED%8C%8C%EC%A2%85%EB%AA%A8%EC%A2%85,single:0.95;couple:0.4;family:0.3;독립서점;cafe:1.0;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,이상현실,상시,성인 (개인 방문 적합),"(61980) 광주광역시 서구 화운로 136 1층 | 위도:35.15125435, 경도:126.8775075",무료입장 (도서 구매 별도),"[이상현실] / 신간, 독립출판물, 헌책 비치, 책 구매 혹은 읽을 수 있음 , 독립출판물 있음, 북토크 가능, 독서모임 가능, 강연 가능 / 전화: 01054027238",https://map.naver.com/v5/search/%EC%9D%B4%EC%83%81%ED%98%84%EC%8B%A4,single:0.95;couple:0.4;family:0.3;독립서점;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,사이시옷,상시,성인 (개인 방문 적합),"(62047) 광주광역시 서구 화정로260번길 9 | 위도:35.14724735, 경도:126.8856687",무료입장 (도서 구매 별도),"[사이시옷] / 1층: 서점+카페 / 2층: 소모임, 대관 , 리뷰 있음 / 운영정보: 평일개점마감시간 : 12:00~19:00토요일개점마감시간 : 12:00~19:00, 휴무일 : 일요일 휴무 / 전화: 0624005987",https://map.naver.com/v5/search/%EC%82%AC%EC%9D%B4%EC%8B%9C%EC%98%B7,single:0.95;couple:0.4;family:0.3;독립서점;cafe:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,더코너북스,상시,성인 (개인 방문 적합),"(42492) 대구광역시 남구 안지랑로7길 15 | 위도:35.83348544, 경도:128.570394",무료입장 (도서 구매 별도),[더코너북스] / 꿈 꾸는 작은 공간 우리동네 작은 서점 우리끼리 나누는 인문학 / 운영정보: 평일개점마감시간 : 11:00~20:00토요일개점마감시간 : 11:00~20:00일요일개점마감시간 : 11:00~20:00 / 전화: 01077284939,https://map.naver.com/v5/search/%EB%8D%94%EC%BD%94%EB%84%88%EB%B6%81%EC%8A%A4,single:0.95;couple:0.4;family:0.3;독립서점,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,이야기마을,상시,성인 (개인 방문 적합),"(10298) 경기도 고양시 덕양구 원당로113번길 48-7 | 위도:37.66347899, 경도:126.8359472",무료입장 (도서 구매 별도),"[이야기마을] / 다양한 도서, 고양이, 음료 , 카페 있음, 독립출판물 있음 / 운영정보: 평일개점마감시간 : 10:00~21:00토요일개점마감시간 : 10:00~21:00일요일개점마감시간 : 10:00~21:00, 휴무일 : 수요일 / 전화: 0319659990",https://map.naver.com/v5/search/%EC%9D%B4%EC%95%BC%EA%B8%B0%EB%A7%88%EC%9D%84,single:0.95;couple:0.4;family:0.3;독립서점;cafe:1.0;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,플라뇌즈,상시,성인 (개인 방문 적합),"(10460) 경기도 고양시 덕양구 원당로59번길 49-24 203호 | 위도:37.65862231, 경도:126.8312139",무료입장 (도서 구매 별도),"[플라뇌즈] / 국내외도서, 독립출판물 등 동네책방 , 카페 있음, 독립출판물 있음, 독서모임 가능 / 전화: 01042571045",https://map.naver.com/v5/search/%ED%94%8C%EB%9D%BC%EB%87%8C%EC%A6%88,single:0.95;couple:0.4;family:0.3;독립서점;cafe:1.0;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,너의 작업실,상시,성인 (개인 방문 적합),"(10406) 경기도 고양시 일산동구 일산로380번길 43-11 | 위도:37.67095691, 경도:126.7830747",무료입장 (도서 구매 별도),"[너의 작업실] / 독립출판물과 굿즈, 커피 판매하며 다양한 모임이 열리는 공간 , 독립출판물 있음, 독서모임 가능 / 운영정보: 평일개점마감시간 : 13:00~21:00토요일개점마감시간 : 13:00~21:00일요일개점마감시간 : 13:00~21:00, 휴무일 : 월요일 / 전화: 01050310440",https://map.naver.com/v5/search/%EB%84%88%EC%9D%98%20%EC%9E%91%EC%97%85%EC%8B%A4,single:0.95;couple:0.4;family:0.3;독립서점;cafe:1.0;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,이랑,상시,성인 (개인 방문 적합),"(10240) 경기도 고양시 일산서구 일현로 122 동성상가 1층 122호 이랑 | 위도:37.69762029, 경도:126.7660619",무료입장 (도서 구매 별도),"[이랑] / 서점화실, 일반서적 및 독립출판물 판매 , 독립출판물 있음, 북토크 가능, 독서모임 가능, 강연 가능 / 운영정보: 평일개점마감시간 : 10:00~18:00, 휴무일 : 토요일, 일요일 / 전화: 07077692222",https://map.naver.com/v5/search/%EC%9D%B4%EB%9E%91,single:0.95;couple:0.4;family:0.3;독립서점;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,고메북스,상시,성인 (개인 방문 적합),"(10379) 경기도 고양시 일산서구 중앙로 1470 동부썬프라자 B동 128호 | 위도:37.67227362, 경도:126.7573465",무료입장 (도서 구매 별도),"[고메북스] / 동네서점 독립출판 북카페&바 , 독립출판물 있음, 독서모임 가능 / 운영정보: 평일개점마감시간 : 12:00~19:00토요일개점마감시간 : 12:00~19:00, 휴무일 : 일요일 / 전화: 01092488296",https://map.naver.com/v5/search/%EA%B3%A0%EB%A9%94%EB%B6%81%EC%8A%A4,single:0.95;couple:0.4;family:0.3;독립서점;cafe:1.0;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,북앤드로잉,상시,성인 (개인 방문 적합),"(14285) 경기도 광명시 오리로1009번길 2 1층 북앤드로잉 | 위도:37.48011008, 경도:126.8508954",무료입장 (도서 구매 별도),"[북앤드로잉] / 그림 그리는 책방, 독립출판물 판매, 여행드로잉/책만들기 강의 등 , 독립출판물 있음, 독서모임 가능 / 운영정보: 평일개점마감시간 : 14:00~20:00토요일개점마감시간 : 14:00~20:00, 휴무일 : 일요일, 월요일 / 전화: 07087773745",https://map.naver.com/v5/search/%EB%B6%81%EC%95%A4%EB%93%9C%EB%A1%9C%EC%9E%89,single:0.95;couple:0.4;family:0.3;독립서점;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,책방 공책,상시,성인 (개인 방문 적합),"(14303) 경기도 광명시 오리로619번길 32 1층 | 위도:37.45498894, 경도:126.8769918",무료입장 (도서 구매 별도),"[책방 공책] / 인스타/카톡채널 운영시간 확인. 그림책과 독립출판물 인문서적 전문 취급 , 공간대여 가능, 독립출판물 있음, 독서모임 가능 / 운영정보: 평일개점마감시간 : 12:00~17:00토요일개점마감시간 : 12:00~17:00, 휴무일 : 일요일 / 전화: 05061209696",https://map.naver.com/v5/search/%EC%B1%85%EB%B0%A9%20%EA%B3%B5%EC%B1%85,single:0.95;couple:0.4;family:0.3;독립서점;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,한낮의 바다,상시,성인 (개인 방문 적합),"(25505) 강원도 강릉시 강릉대로159번안길 12 1층, 서점 한낮의 바다 | 위도:37.75772063, 경도:128.8890879",무료입장 (도서 구매 별도),"[한낮의 바다] / 일상의 쉼을 이야기하는 책을 소개하는 셀렉트 북샵 , 카페 있음, 독립출판물 있음 / 운영정보: 평일개점마감시간 : 12:00~18:00토요일개점마감시간 : 12:00~18:00일요일개점마감시간 : 12:00~18:00, 휴무일 : 화요일, 수요일 / 전화: 01022849729",https://map.naver.com/v5/search/%ED%95%9C%EB%82%AE%EC%9D%98%20%EB%B0%94%EB%8B%A4,single:0.95;couple:0.4;family:0.3;독립서점;cafe:1.0;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,깨북,상시,성인 (개인 방문 적합),"(25504) 강원도 강릉시 임영로 211 | 위도:37.76008985, 경도:128.8918538",무료입장 (도서 구매 별도),"[깨북] / 작은 독립책방 , 독립출판물 있음 / 전화: 07042344416",https://map.naver.com/v5/search/%EA%B9%A8%EB%B6%81,single:0.95;couple:0.4;family:0.3;독립서점;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,칠성조선소 북살롱,상시,성인 (개인 방문 적합),"(24838) 강원도 속초시 중앙로46번길 45 | 위도:38.19812772, 경도:128.5833088",무료입장 (도서 구매 별도),[칠성조선소 북살롱] / SELECTED BOOK SHOP / 운영정보: 평일개점마감시간 : 11:00~19:00토요일개점마감시간 : 11:00~19:00일요일개점마감시간 : 11:00~19:00 / 전화: 01057212309,https://map.naver.com/v5/search/%EC%B9%A0%EC%84%B1%EC%A1%B0%EC%84%A0%EC%86%8C%20%EB%B6%81%EC%82%B4%EB%A1%B1,single:0.95;couple:0.4;family:0.3;독립서점,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,책빵소,상시,성인 (개인 방문 적합),"(26423) 강원도 원주시 금불4길 23 제1층 102호 | 위도:37.3490959, 경도:127.9329991",무료입장 (도서 구매 별도),"[책빵소] / 독립출판물 위주로 취급하는 독립서점 , 주차 가능, 독립출판물 있음 / 운영정보: 평일개점마감시간 : 13:00~20:00토요일개점마감시간 : 13:00~20:00일요일개점마감시간 : 13:00~20:00, 휴무일 : 월요일 / 전화: 01024811309",https://map.naver.com/v5/search/%EC%B1%85%EB%B9%B5%EC%86%8C,single:0.95;couple:0.4;family:0.3;독립서점;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,실레책방,상시,성인 (개인 방문 적합),"(24412) 강원도 춘천시 신동면 금병의숙1길 19 | 위도:37.8135637, 경도:127.7175413",무료입장 (도서 구매 별도),"[실레책방] / 책 읽고 긍릉 쓰는 장소. 매일 오후6시~11시 공간 대여 , 주차 가능, 공간대여 가능, 독립출판물 있음, 헌책방 있음 / 운영정보: 평일개점마감시간 : 10:00~18:00토요일개점마감시간 : 10:00~18:00일요일개점마감시간 : 10:00~18:00, 휴무일 : 화요일, 수요일 / 전화: 0332621508",https://map.naver.com/v5/search/%EC%8B%A4%EB%A0%88%EC%B1%85%EB%B0%A9,single:0.95;couple:0.4;family:0.3;독립서점;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,책방마실,상시,성인 (개인 방문 적합),"(24259) 강원도 춘천시 전원길 27-1 | 위도:37.87837259, 경도:127.7379276",무료입장 (도서 구매 별도),"[책방마실] / 춘천에 위치한 작은 서점 , 카페 있음, 독립출판물 있음 / 운영정보: 평일개점마감시간 : 12:00~22:00토요일개점마감시간 : 12:00~22:00일요일개점마감시간 : 12:00~19:00 / 전화: 01099483205",https://map.naver.com/v5/search/%EC%B1%85%EB%B0%A9%EB%A7%88%EC%8B%A4,single:0.95;couple:0.4;family:0.3;독립서점;cafe:1.0;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,서툰책방,상시,성인 (개인 방문 적합),"(24264) 강원도 춘천시 향교옆길13번길 22 | 위도:37.88283761, 경도:127.7327685",무료입장 (도서 구매 별도),"[서툰책방] / 큐레이션 책방 , 주차 가능, 카페 있음, 독립출판물 있음, 독서모임 가능 / 운영정보: 평일개점마감시간 : 11:00~19:00토요일개점마감시간 : 11:00~19:00, 휴무일 : 일요일 / 전화: 07077217276",https://map.naver.com/v5/search/%EC%84%9C%ED%88%B0%EC%B1%85%EB%B0%A9,single:0.95;couple:0.4;family:0.3;독립서점;cafe:1.0;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,악어책방,상시,성인 (개인 방문 적합),"(07704) 서울특별시 강서구 강서로45다길 30-27 초록아파트 상가 102호 | 위도:37.54614954, 경도:126.8346715",무료입장 (도서 구매 별도),"[악어책방] / 예약 회원제. 아이와 엄마를 위한 책. 클래스와 모임 , 주차 가능, 화장실 남녀 구분, 독립출판물 있음 / 운영정보: 평일개점마감시간 : 10:00~20:00토요일개점마감시간 : 10:00~17:30, 휴무일 : 공휴일 / 전화: 01030223017",https://map.naver.com/v5/search/%EC%95%85%EC%96%B4%EC%B1%85%EB%B0%A9,single:0.95;couple:0.4;family:0.3;독립서점;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,나무곁에 서서,상시,성인 (개인 방문 적합),"(07529) 서울특별시 강서구 강서로76길 19 1층 | 위도:37.56934057, 경도:126.8426262",무료입장 (도서 구매 별도),"[나무곁에 서서] / 목, 금 오후2시~오후7시 영업. 숲, 생태, 환경, 교육을 이야기하는 공간 , 공간대여 가능, 독립출판물 있음, 독서모임 가능 / 운영정보: 평일개점마감시간 : 11:00~19:00토요일개점마감시간 : 14:00~19:00, 휴무일 : 일요일, 월요일 / 전화: 01089630186",https://map.naver.com/v5/search/%EB%82%98%EB%AC%B4%EA%B3%81%EC%97%90%20%EC%84%9C%EC%84%9C,single:0.95;couple:0.4;family:0.3;독립서점;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
문화공공데이터광장 | 전국 독립서점 및 운영정보,독립서점,다시서점,상시,성인 (개인 방문 적합),"(07605) 서울특별시 강서구 방화대로33길 13 1층 | 위도:37.56841625, 경도:126.8157874",무료입장 (도서 구매 별도),"[다시서점] / 시집과 시인의 산문류, 텍스트 위주의 독림출판물 판매 , 주차 가능, 화장실 남녀 구분, 독립출판물 있음, 독서모임 가능, 리뷰 있음 / 전화: 01092854869",https://map.naver.com/v5/search/%EB%8B%A4%EC%8B%9C%EC%84%9C%EC%A0%90,single:0.95;couple:0.4;family:0.3;독립서점;indie_pub:1.0,2026-08-23 19:50:49,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
