source_site,category,place_or_event_name,period,target_age,region,fee_info,description,booking_url,ai_tags,crawled_at,theme_tags,congestion_score,popularity_score
네이버 지역검색 API | 서울 강남구,독립서점,여행책가방,상시,성인 (개인 방문 적합),"서울특별시 강남구 광평로51길 22 한아름상가 205호 | 좌표:1271039293,374892423",장소 문의 (전화/홈페이지 참조),"서울 강남구에 위치한 독립서점 관련 장소 [여행책가방] (쇼핑,유통>서점). 전화: 정보없음",https://blog.naver.com/hellotravelbook,"single:0.95;couple:0.4;family:0.3;쇼핑,유통>서점;독립서점",2026-08-23 19:43:15,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
네이버 지역검색 API | 서울 강남구,조용한 힐링,토즈모임센터 선릉삼성 회의실공간점,상시,성인 (개인 방문 적합),"서울특별시 강남구 테헤란로70길 14-8 세왕개발빌딩 A동 9층 | 좌표:1270529358,375046218",장소 문의 (전화/홈페이지 참조),"서울 강남구에 위치한 스터디카페 관련 장소 [토즈모임센터 선릉삼성 회의실공간점] (임대,대여>장소대여). 전화: 정보없음",https://blog.naver.com/toz_workforest,"single:0.9;couple:0.4;family:0.3;임대,대여>장소대여;스터디카페",2026-08-23 19:43:15,healing:0.7;quiet:1.0;solo:1.0,2,70
네이버 지역검색 API | 서울 강남구,조용한 힐링,카공족 강남일원점,상시,성인 (개인 방문 적합),"서울특별시 강남구 일원로9길 8 4층 | 좌표:1270822035,374893968",장소 문의 (전화/홈페이지 참조),"서울 강남구에 위치한 스터디카페 관련 장소 [카공족 강남일원점] (카페,디저트>스터디카페). 전화: 정보없음",https://www.instagram.com/cagongzok_official,"single:0.9;couple:0.4;family:0.3;카페,디저트>스터디카페;스터디카페",2026-08-23 19:43:15,healing:0.7;quiet:1.0;solo:1.0,2,70
네이버 지역검색 API | 서울 강남구,조용한 힐링,에스랩 스터디카페 강남 3호점,상시,성인 (개인 방문 적합),"서울특별시 강남구 강남대로78길 14 신화빌딩 3층 | 좌표:1270305469,374949438",장소 문의 (전화/홈페이지 참조),서울 강남구에 위치한 스터디카페 관련 장소 [에스랩 스터디카페 강남 3호점] (스터디카페). 전화: 정보없음,http://pf.kakao.com/_xmRxoxcj,single:0.9;couple:0.4;family:0.3;스터디카페;스터디카페,2026-08-23 19:43:15,healing:0.7;quiet:1.0;solo:1.0,2,70
네이버 지역검색 API | 서울 강남구,조용한 힐링,선릉더모임센터,상시,성인 (개인 방문 적합),"서울특별시 강남구 테헤란로 326 역삼 아이타워 지하 1층 | 좌표:1270471966,375036181",장소 문의 (전화/홈페이지 참조),"서울 강남구에 위치한 스터디카페 관련 장소 [선릉더모임센터] (서비스,산업>장소대여). 전화: 정보없음",http://www.ienbiz.com/,"single:0.9;couple:0.4;family:0.3;서비스,산업>장소대여;스터디카페",2026-08-23 19:43:15,healing:0.7;quiet:1.0;solo:1.0,2,70
네이버 지역검색 API | 서울 강남구,조용한 힐링,플래닛 요가 스트레치,상시,성인 (개인 방문 적합),"서울특별시 강남구 테헤란로64길 18 3층 | 좌표:1270512201,375037779",장소 문의 (전화/홈페이지 참조),서울 강남구에 위치한 요가원 관련 장소 [플래닛 요가 스트레치] (스포츠시설>요가원). 전화: 정보없음,https://www.instagram.com/planet_stretch,single:0.8;couple:0.4;family:0.3;스포츠시설>요가원;요가원,2026-08-23 19:43:15,healing:1.0;quiet:0.8;solo:0.9,2,70
네이버 지역검색 API | 서울 강남구,조용한 힐링,오앤 요가 필라테스,상시,성인 (개인 방문 적합),"서울특별시 강남구 테헤란로87길 13 서영빌딩9층 | 좌표:1270586395,375086418",장소 문의 (전화/홈페이지 참조),서울 강남구에 위치한 요가원 관련 장소 [오앤 요가 필라테스] (스포츠시설>요가원). 전화: 정보없음,https://smartstore.naver.com/onyogastudio,single:0.8;couple:0.4;family:0.3;스포츠시설>요가원;요가원,2026-08-23 19:43:15,healing:1.0;quiet:0.8;solo:0.9,2,70
네이버 지역검색 API | 서울 강남구,조용한 힐링,젠요가 역삼센터,상시,성인 (개인 방문 적합),"서울특별시 강남구 테헤란로19길 5 2층 | 좌표:1270334849,375004637",장소 문의 (전화/홈페이지 참조),서울 강남구에 위치한 요가원 관련 장소 [젠요가 역삼센터] (스포츠시설>요가원). 전화: 정보없음,http://pf.kakao.com/_jmvQj,single:0.8;couple:0.4;family:0.3;스포츠시설>요가원;요가원,2026-08-23 19:43:15,healing:1.0;quiet:0.8;solo:0.9,2,70
네이버 지역검색 API | 서울 강남구,조용한 힐링,바바요가 삼성,상시,성인 (개인 방문 적합),"서울특별시 강남구 삼성로115길 22 2층 | 좌표:1270503104,375145450",장소 문의 (전화/홈페이지 참조),서울 강남구에 위치한 요가원 관련 장소 [바바요가 삼성] (스포츠시설>요가원). 전화: 정보없음,https://pf.kakao.com/_rZjMxj,single:0.8;couple:0.4;family:0.3;스포츠시설>요가원;요가원,2026-08-23 19:43:15,healing:1.0;quiet:0.8;solo:0.9,2,70
네이버 지역검색 API | 서울 강남구,조용한 힐링,애프터 요가 매봉역점,상시,성인 (개인 방문 적합),"서울특별시 강남구 남부순환로 2730 GS25 빌딩 5층 | 좌표:1270447099,374857512",장소 문의 (전화/홈페이지 참조),서울 강남구에 위치한 요가원 관련 장소 [애프터 요가 매봉역점] (스포츠시설>요가원). 전화: 정보없음,https://blog.naver.com/cmryp,single:0.8;couple:0.4;family:0.3;스포츠시설>요가원;요가원,2026-08-23 19:43:15,healing:1.0;quiet:0.8;solo:0.9,2,70
네이버 지역검색 API | 서울 강남구,조용한 힐링,마음수련 명상센터 강남점,상시,성인 (개인 방문 적합),"서울특별시 강남구 테헤란로 403 리치타워 4층 401~402호 | 좌표:1270495325,375050918",장소 문의 (전화/홈페이지 참조),"서울 강남구에 위치한 명상센터 관련 장소 [마음수련 명상센터 강남점] (스포츠,레크레이션교육>요가,명상). 전화: 정보없음",https://trueselfclass.com/,"single:0.85;couple:0.4;family:0.3;스포츠,레크레이션교육>요가,명상;명상센터",2026-08-23 19:43:15,healing:1.0;quiet:1.0;solo:1.0,2,70
네이버 지역검색 API | 서울 강남구,조용한 힐링,마음수련 명상센터 청담점,상시,성인 (개인 방문 적합),"서울특별시 강남구 학동로 342 에스케이 허브블루 406호 | 좌표:1270408461,375167495",장소 문의 (전화/홈페이지 참조),"서울 강남구에 위치한 명상센터 관련 장소 [마음수련 명상센터 청담점] (스포츠,레크레이션교육>요가,명상). 전화: 정보없음",https://trueselfclass.com/,"single:0.85;couple:0.4;family:0.3;스포츠,레크레이션교육>요가,명상;명상센터",2026-08-23 19:43:15,healing:1.0;quiet:1.0;solo:1.0,2,70
네이버 지역검색 API | 서울 강남구,조용한 힐링,마음수련 명상센터 수서점,상시,성인 (개인 방문 적합),"서울특별시 강남구 광평로51길 8 로얄프라자 401호 | 좌표:1271024711,374883738",장소 문의 (전화/홈페이지 참조),"서울 강남구에 위치한 명상센터 관련 장소 [마음수련 명상센터 수서점] (스포츠,레크레이션교육>요가,명상). 전화: 정보없음",https://trueselfclass.com,"single:0.85;couple:0.4;family:0.3;스포츠,레크레이션교육>요가,명상;명상센터",2026-08-23 19:43:15,healing:1.0;quiet:1.0;solo:1.0,2,70
네이버 지역검색 API | 서울 강남구,조용한 힐링,강남힐링센터 신사,상시,성인 (개인 방문 적합),"서울특별시 강남구 논현로155길 13 1, 2, 3, 4, 5층 | 좌표:1270268041,375216495",장소 문의 (전화/홈페이지 참조),"서울 강남구에 위치한 명상센터 관련 장소 [강남힐링센터 신사] (스포츠,레크레이션교육>요가,명상). 전화: 정보없음",https://www.gangnam.go.kr/healing/lectInfo/list.do?key=2411090011&sc_cntrCd=003,"single:0.85;couple:0.4;family:0.3;스포츠,레크레이션교육>요가,명상;명상센터",2026-08-23 19:43:15,healing:1.0;quiet:1.0;solo:1.0,2,70
네이버 지역검색 API | 서울 강남구,조용한 힐링,브레인트레이닝센터 강남명상치유점,상시,성인 (개인 방문 적합),"서울특별시 강남구 테헤란로78길 8 6층 | 좌표:1270552450,375056682",장소 문의 (전화/홈페이지 참조),"서울 강남구에 위치한 명상센터 관련 장소 [브레인트레이닝센터 강남명상치유점] (스포츠,레크레이션교육>요가,명상). 전화: 정보없음",https://blog.naver.com/coolwind54_,"single:0.85;couple:0.4;family:0.3;스포츠,레크레이션교육>요가,명상;명상센터",2026-08-23 19:43:15,healing:1.0;quiet:1.0;solo:1.0,2,70
네이버 지역검색 API | 서울 강남구,역사·문화,고궁익스프레스 (강남센트럴시티점),상시,성인 (개인 방문 적합),"서울특별시 서초구 신반포로 176 | 좌표:1270034060,375051027",장소 문의 (전화/홈페이지 참조),서울 강남구에 위치한 고궁 관련 장소 [고궁익스프레스 (강남센트럴시티점)] (한식>비빔밥). 전화: 정보없음,https://map.naver.com/v5/search/%EA%B3%A0%EA%B6%81%EC%9D%B5%EC%8A%A4%ED%94%84%EB%A0%88%EC%8A%A4%20%28%EA%B0%95%EB%82%A8%EC%84%BC%ED%8A%B8%EB%9F%B4%EC%8B%9C%ED%8B%B0%EC%A0%90%29,single:0.75;couple:0.4;family:0.3;한식>비빔밥;고궁,2026-08-23 19:43:15,culture:1.0;history:1.0;outdoor:0.6,2,70
네이버 지역검색 API | 서울 강남구,역사·문화,고궁,상시,성인 (개인 방문 적합),"서울특별시 서초구 언남12길 16 | 좌표:1270446868,374737056",장소 문의 (전화/홈페이지 참조),"서울 강남구에 위치한 고궁 관련 장소 [고궁] (쇼핑,유통>과자,사탕,초코렛). 전화: 정보없음",https://map.naver.com/v5/search/%EA%B3%A0%EA%B6%81,"single:0.75;couple:0.4;family:0.3;쇼핑,유통>과자,사탕,초코렛;고궁",2026-08-23 19:43:15,culture:1.0;history:1.0;outdoor:0.6,2,70
네이버 지역검색 API | 서울 강남구,역사·문화,봉은사,상시,성인 (개인 방문 적합),"서울특별시 강남구 봉은사로 531 봉은사 | 좌표:1270576546,375149197",장소 문의 (전화/홈페이지 참조),"서울 강남구에 위치한 사찰 관련 장소 [봉은사] (불교>절,사찰). 전화: 정보없음",http://www.bongeunsa.org/,"single:0.7;couple:0.4;family:0.3;불교>절,사찰;사찰",2026-08-23 19:43:15,culture:1.0;history:0.9;outdoor:0.7,2,70
네이버 지역검색 API | 서울 강남구,역사·문화,능인선원,상시,성인 (개인 방문 적합),"서울특별시 강남구 양재대로 340 능인선원 | 좌표:1270525916,374716779",장소 문의 (전화/홈페이지 참조),"서울 강남구에 위치한 사찰 관련 장소 [능인선원] (불교>절,사찰). 전화: 정보없음",http://www.gotobuddha.org/,"single:0.7;couple:0.4;family:0.3;불교>절,사찰;사찰",2026-08-23 19:43:15,culture:1.0;history:0.9;outdoor:0.7,2,70
네이버 지역검색 API | 서울 강남구,역사·문화,대한불교조계종 전국비구니회관 법룡사,상시,성인 (개인 방문 적합),"서울특별시 강남구 광평로31길 56 전국비구니회관 법룡사 | 좌표:1270884056,374860481",장소 문의 (전화/홈페이지 참조),"서울 강남구에 위치한 사찰 관련 장소 [대한불교조계종 전국비구니회관 법룡사] (불교>절,사찰). 전화: 정보없음",https://kbhiksuni.org/beopyongsa-temple/,"single:0.7;couple:0.4;family:0.3;불교>절,사찰;사찰",2026-08-23 19:43:15,culture:1.0;history:0.9;outdoor:0.7,2,70
네이버 지역검색 API | 서울 강남구,역사·문화,불교총지종 총지사,상시,성인 (개인 방문 적합),"서울특별시 강남구 도곡로25길 35 | 좌표:1270403174,374951043",장소 문의 (전화/홈페이지 참조),"서울 강남구에 위치한 사찰 관련 장소 [불교총지종 총지사] (불교>절,사찰). 전화: 정보없음",http://www.chongji.or.kr/,"single:0.7;couple:0.4;family:0.3;불교>절,사찰;사찰",2026-08-23 19:43:15,culture:1.0;history:0.9;outdoor:0.7,2,70
네이버 지역검색 API | 서울 강남구,역사·문화,불국사,상시,성인 (개인 방문 적합),"서울특별시 강남구 광평로10길 30-71 | 좌표:1270749125,374773763",장소 문의 (전화/홈페이지 참조),"서울 강남구에 위치한 사찰 관련 장소 [불국사] (불교>절,사찰). 전화: 정보없음",https://map.naver.com/v5/search/%EB%B6%88%EA%B5%AD%EC%82%AC,"single:0.7;couple:0.4;family:0.3;불교>절,사찰;사찰",2026-08-23 19:43:15,culture:1.0;history:0.9;outdoor:0.7,2,70
네이버 지역검색 API | 서울 강남구,자연·공원,서울둘레길인증스탬프(대모산입구),상시,성인 (개인 방문 적합),"서울특별시 강남구 수서동 | 좌표:1271022897,374865939",장소 문의 (전화/홈페이지 참조),"서울 강남구에 위치한 둘레길 관련 장소 [서울둘레길인증스탬프(대모산입구)] (여행,명소>거리,골목). 전화: 정보없음",https://map.naver.com/v5/search/%EC%84%9C%EC%9A%B8%EB%91%98%EB%A0%88%EA%B8%B8%EC%9D%B8%EC%A6%9D%EC%8A%A4%ED%83%AC%ED%94%84%28%EB%8C%80%EB%AA%A8%EC%82%B0%EC%9E%85%EA%B5%AC%29,"single:0.8;couple:0.4;family:0.3;여행,명소>거리,골목;둘레길",2026-08-23 19:43:15,nature:1.0;outdoor:1.0;walk:1.0,2,70
네이버 지역검색 API | 서울 강남구,자연·공원,서울둘레길9코스(대모구룡산),상시,성인 (개인 방문 적합),"서울특별시 강남구 양재대로 478 | 좌표:1270691749,374716958",장소 문의 (전화/홈페이지 참조),"서울 강남구에 위치한 둘레길 관련 장소 [서울둘레길9코스(대모구룡산)] (여행,명소>도보코스). 전화: 정보없음",https://map.naver.com/v5/search/%EC%84%9C%EC%9A%B8%EB%91%98%EB%A0%88%EA%B8%B89%EC%BD%94%EC%8A%A4%28%EB%8C%80%EB%AA%A8%EA%B5%AC%EB%A3%A1%EC%82%B0%29,"single:0.8;couple:0.4;family:0.3;여행,명소>도보코스;둘레길",2026-08-23 19:43:15,nature:1.0;outdoor:1.0;walk:1.0,2,70
네이버 지역검색 API | 서울 강남구,자연·공원,서울둘레길인증스탬프(광평교),상시,성인 (개인 방문 적합),"서울특별시 강남구 수서동 | 좌표:1271068624,374881930",장소 문의 (전화/홈페이지 참조),"서울 강남구에 위치한 둘레길 관련 장소 [서울둘레길인증스탬프(광평교)] (여행,명소>거리,골목). 전화: 정보없음",https://map.naver.com/v5/search/%EC%84%9C%EC%9A%B8%EB%91%98%EB%A0%88%EA%B8%B8%EC%9D%B8%EC%A6%9D%EC%8A%A4%ED%83%AC%ED%94%84%28%EA%B4%91%ED%8F%89%EA%B5%90%29,"single:0.8;couple:0.4;family:0.3;여행,명소>거리,골목;둘레길",2026-08-23 19:43:15,nature:1.0;outdoor:1.0;walk:1.0,2,70
네이버 지역검색 API | 서울 강남구,자연·공원,수서역6번출입구,상시,성인 (개인 방문 적합),"서울특별시 강남구 수서동 | 좌표:1271018739,374869291",장소 문의 (전화/홈페이지 참조),서울 강남구에 위치한 둘레길 관련 장소 [수서역6번출입구] (도로시설>방면정보). 전화: 정보없음,https://map.naver.com/v5/search/%EC%88%98%EC%84%9C%EC%97%AD6%EB%B2%88%EC%B6%9C%EC%9E%85%EA%B5%AC,single:0.8;couple:0.4;family:0.3;도로시설>방면정보;둘레길,2026-08-23 19:43:15,nature:1.0;outdoor:1.0;walk:1.0,2,70
네이버 지역검색 API | 서울 강남구,자연·공원,구룡산입구(구룡산서울둘레길입구)자전거대여소,상시,성인 (개인 방문 적합),"서울특별시 강남구 개포동 | 좌표:1270554607,374745757",장소 문의 (전화/홈페이지 참조),"서울 강남구에 위치한 둘레길 관련 장소 [구룡산입구(구룡산서울둘레길입구)자전거대여소] (임대,대여>자전거). 전화: 정보없음",https://map.naver.com/v5/search/%EA%B5%AC%EB%A3%A1%EC%82%B0%EC%9E%85%EA%B5%AC%28%EA%B5%AC%EB%A3%A1%EC%82%B0%EC%84%9C%EC%9A%B8%EB%91%98%EB%A0%88%EA%B8%B8%EC%9E%85%EA%B5%AC%29%EC%9E%90%EC%A0%84%EA%B1%B0%EB%8C%80%EC%97%AC%EC%86%8C,"single:0.8;couple:0.4;family:0.3;임대,대여>자전거;둘레길",2026-08-23 19:43:15,nature:1.0;outdoor:1.0;walk:1.0,2,70
네이버 지역검색 API | 서울 강남구,자연·공원,수목원,상시,성인 (개인 방문 적합),"서울특별시 강남구 수서동 산1 | 좌표:1271022351,374864456",장소 문의 (전화/홈페이지 참조),서울 강남구에 위치한 수목원 관련 장소 [수목원] (한식>닭요리). 전화: 정보없음,https://map.naver.com/v5/search/%EC%88%98%EB%AA%A9%EC%9B%90,single:0.75;couple:0.4;family:0.3;한식>닭요리;수목원,2026-08-23 19:43:15,nature:1.0;outdoor:1.0;walk:0.8,2,70
네이버 지역검색 API | 서울 강남구,자연·공원,수목원빌라,상시,성인 (개인 방문 적합),"서울특별시 강남구 봉은사로74길 6-9 | 좌표:1270514784,375115764",장소 문의 (전화/홈페이지 참조),"서울 강남구에 위치한 수목원 관련 장소 [수목원빌라] (시설,건물>주택). 전화: 정보없음",https://map.naver.com/v5/search/%EC%88%98%EB%AA%A9%EC%9B%90%EB%B9%8C%EB%9D%BC,"single:0.75;couple:0.4;family:0.3;시설,건물>주택;수목원",2026-08-23 19:43:15,nature:1.0;outdoor:1.0;walk:0.8,2,70
네이버 지역검색 API | 서울 강남구,자연·공원,농업회사법인한국수목원,상시,성인 (개인 방문 적합),"서울특별시 강남구 테헤란로64길 13 | 좌표:1270514390,375042432",장소 문의 (전화/홈페이지 참조),"서울 강남구에 위치한 수목원 관련 장소 [농업회사법인한국수목원] (서비스,산업>농업). 전화: 정보없음",https://map.naver.com/v5/search/%EB%86%8D%EC%97%85%ED%9A%8C%EC%82%AC%EB%B2%95%EC%9D%B8%ED%95%9C%EA%B5%AD%EC%88%98%EB%AA%A9%EC%9B%90,"single:0.75;couple:0.4;family:0.3;서비스,산업>농업;수목원",2026-08-23 19:43:15,nature:1.0;outdoor:1.0;walk:0.8,2,70
네이버 지역검색 API | 서울 강남구,자연·공원,서울숲,상시,성인 (개인 방문 적합),"서울특별시 성동구 뚝섬로 273 | 좌표:1270385663,375419644",장소 문의 (전화/홈페이지 참조),"서울 강남구에 위치한 수목원 관련 장소 [서울숲] (여행,명소>숲,숲길). 전화: 정보없음",https://parks.seoul.go.kr/,"single:0.75;couple:0.4;family:0.3;여행,명소>숲,숲길;수목원",2026-08-23 19:43:15,nature:1.0;outdoor:1.0;walk:0.8,2,70
네이버 지역검색 API | 서울 강남구,자연·공원,서울숲 곤충식물원,상시,성인 (개인 방문 적합),"서울특별시 성동구 | 좌표:1270391864,375414557",장소 문의 (전화/홈페이지 참조),"서울 강남구에 위치한 수목원 관련 장소 [서울숲 곤충식물원] (여행,명소>식물원,수목원). 전화: 정보없음",https://map.naver.com/v5/search/%EC%84%9C%EC%9A%B8%EC%88%B2%20%EA%B3%A4%EC%B6%A9%EC%8B%9D%EB%AC%BC%EC%9B%90,"single:0.75;couple:0.4;family:0.3;여행,명소>식물원,수목원;수목원",2026-08-23 19:43:15,nature:1.0;outdoor:1.0;walk:0.8,2,70
네이버 지역검색 API | 서울 마포구,독립서점,1984,상시,성인 (개인 방문 적합),"서울특별시 마포구 동교로 194 혜원빌딩 1층 | 좌표:1269227907,375574011",장소 문의 (전화/홈페이지 참조),"서울 마포구에 위치한 독립서점 관련 장소 [1984] (음식점>카페,디저트). 전화: 정보없음",http://instagram.com/1984store,"single:0.95;couple:0.4;family:0.3;음식점>카페,디저트;독립서점",2026-08-23 19:43:15,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
네이버 지역검색 API | 서울 마포구,독립서점,공상온도,상시,성인 (개인 방문 적합),"서울특별시 마포구 동교로23길 40 지하 | 좌표:1269197591,375576420",장소 문의 (전화/홈페이지 참조),"서울 마포구에 위치한 독립서점 관련 장소 [공상온도] (음식점>카페,디저트). 전화: 정보없음",https://daangn.com/kr/link/pickup/menu/43886,"single:0.95;couple:0.4;family:0.3;음식점>카페,디저트;독립서점",2026-08-23 19:43:15,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
네이버 지역검색 API | 서울 마포구,독립서점,땡스북스,상시,성인 (개인 방문 적합),"서울특별시 마포구 양화로6길 57-6 1층 | 좌표:1269176686,375488904",장소 문의 (전화/홈페이지 참조),"서울 마포구에 위치한 독립서점 관련 장소 [땡스북스] (쇼핑,유통>서점). 전화: 정보없음",https://smartstore.naver.com/thanksbooks,"single:0.95;couple:0.4;family:0.3;쇼핑,유통>서점;독립서점",2026-08-23 19:43:15,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
네이버 지역검색 API | 서울 마포구,독립서점,책바,상시,성인 (개인 방문 적합),"서울특별시 마포구 포은로 90 301호 | 좌표:1269053047,375551097",장소 문의 (전화/홈페이지 참조),서울 마포구에 위치한 독립서점 관련 장소 [책바] (술집>바(BAR)). 전화: 정보없음,https://app.catchtable.co.kr/ct/shop/chaegbar,single:0.95;couple:0.4;family:0.3;술집>바(BAR);독립서점,2026-08-23 19:43:15,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
네이버 지역검색 API | 서울 마포구,독립서점,연남서가,상시,성인 (개인 방문 적합),"서울특별시 마포구 성미산로29안길 7 지1층좌측 | 좌표:1269226798,375650602",장소 문의 (전화/홈페이지 참조),서울 마포구에 위치한 독립서점 관련 장소 [연남서가] (서점>독립서점). 전화: 정보없음,http://www.ynbook.co.kr,single:0.95;couple:0.4;family:0.3;서점>독립서점;독립서점,2026-08-23 19:43:15,bookstore:1.0;quiet:1.0;indoor:1.0,2,70
네이버 지역검색 API | 서울 마포구,독립서점,카페 공명 연남점,상시,성인 (개인 방문 적합),"서울특별시 마포구 연희로 11 1층 카페 공명 연남 | 좌표:1269264344,375600309",장소 문의 (전화/홈페이지 참조),"서울 마포구에 위치한 북카페 관련 장소 [카페 공명 연남점] (음식점>카페,디저트). 전화: 정보없음",https://cafegm.kr/,"single:0.85;couple:0.4;family:0.3;음식점>카페,디저트;북카페",2026-08-23 19:43:15,bookstore:0.8;quiet:0.9;indoor:1.0,2,70
